year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,canonical_tag,canonical_reason
2013,toyota,camry,atara s asv50r,sedan,automatic,petrol,99347,5.0,6T1BF3FK20X037737,1AQ8EV,29-05-2026,4,2.5,Bronze,Grey,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063379/motor-vehicles-motor-cycles/2013-toyota-camry-atara-s-asv50r-automatic-sedan,"large dent on boot
rear bumper cracked bumper.
dents or marks on body consistent with age and kilometres.
medium scratch on around vehicle
large scuff on around vehicle
corrosion visible around vehicle",unclassified,[disallowed_variant]
2012,mercedes,benz,c-class c200 cdi s204,wagon,automatic,diesel,164385,5.0,WDD2042012F984956,ZNA860,30-06-2026,4,2.1,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063380/motor-vehicles-motor-cycles/2012-mercedes-benz-c-class-c200-cdi-s204-turbo-diesel-automatic-wagon,dents or marks on body consistent with age and kilometres.,unclassified,[out_of_scope]
2013,ford,kuga,awd trend tf,wagon,automatic,diesel,115334,5.0,WF0AXXWPMADG23365,No plates,Unregistered,4,2.0,Green,Black Leather,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063381/motor-vehicles-motor-cycles/2013-ford-kuga-awd-trend-tf-turbo-diesel-automatic-wagon,medium scratch on around vehicle,unclassified,[out_of_scope]
2010,mazda,3,bl,sedan,manual,diesel,251296,5.0,JM0BL10C100145435,No plates,Unregistered,4,2.2,White,Black,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063382/motor-vehicles-motor-cycles/2010-mazda-3-diesel-bl-turbo-diesel-manual-sedan,"dents or marks on body consistent with age and kilometres.
medium dent on drivers door and front right fender",unclassified,[out_of_scope]
2009,kia,rio,lx jb,hatchback,automatic,petrol,174720,5.0,KNADH511MA6660214,No plates,Unregistered,4,1.4,Silver,Grey,Yes,No,Yes,No,Yes,vic,https://www.grays.com/lot/0001-21063383/motor-vehicles-motor-cycles/2009-kia-rio-lx-jb-automatic-hatchback,"large scuffs around vehicle
damage to front of vehicle.",unclassified,[out_of_scope]
2015,mercedes,benz,e-class e250 w212,sedan,automatic,petrol,119062,5.0,WDD2120362B205490,AGR446,31-12-2026,4,2.0,Silver,Black Leather,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063384/motor-vehicles-motor-cycles/2015-mercedes-benz-e-class-e250-w212-automatic-sedan,"large scuff on around vehicle
damaged brake light passenger side
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2017,mercedes,benz,cla 200 cla200 c117 (wovr-repairable),coupe,automatic,petrol,77426,5.0,WDD1173432N625996,BOK167,Unregistered,4,1.6,White,Black Leather,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21063385/motor-vehicles-motor-cycles/2017-mercedes-benz-cla-200-cla200-c117-automatic-coupe-wovr-repairable,dents or marks on body consistent with age and kilometres.,unclassified,[out_of_scope]
2005,citroen,c4,2.0 exclusive,hatchback,automatic,petrol,71827,5.0,VF7LCRFJF74293237,UDD122,28-02-2026,4,2.0,Silver,Black,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063386/motor-vehicles-motor-cycles/2005-citroen-c4-2-0-exclusive-automatic-hatchback,"door card worn.
paint peeling around vehicle. paint cracked rear bumper
dents or marks on body consistent with age and kilometres.
medium scratch on various panels",unclassified,[out_of_scope]
2011,volkswagen,amarok,tdi340 2h dual cab,cab chassis,manual,diesel,258655,5.0,WV1ZZZ2HZB8050179,YUU665,18-04-2026,4,2.0,White,Grey,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063387/motor-vehicles-motor-cycles/2011-volkswagen-amarok-tdi340-2h-turbo-diesel-manual-dual-cab,"medium scratches, scuffs, corrosion around vehicle
dents or marks on body consistent with age and kilometres.
large dents around vehicle
seat torn driver side
damaged rear tail light",unclassified,[out_of_scope]
2005,mercedes,benz,ml320cdi w164,wagon,automatic,diesel,237882,5.0,WDC1641222A034613,2EJ6NK,30-04-2026,6,3.0,Silver,Black Leather,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063388/motor-vehicles-motor-cycles/2005-mercedes-benz-ml320cdi-w164-turbo-diesel-automatic-wagon,medium scratches around vehicle,unclassified,[out_of_scope]
2018,ldv,t60,luxe,dual cab,automatic,diesel,131765,5.0,LSFAM11A1JA103650,No plates,Unregistered,4,2.8,Black,Black Leather,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21063390/motor-vehicles-motor-cycles/2018-ldv-t60-luxe-turbo-diesel-automatic-dual-cab,"traction control light on
medium scratch on around vehicle
large dent on passenger side back door/tray
large scuff on around vehicle
other warning light on",unclassified,[out_of_scope]
2008,mitsubishi,lancer,vrx cj,sedan,manual,petrol,179640,5.0,JMFSNCY5A9U001054,No plates,Unregistered,4,2.4,Red,Black,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21063391/motor-vehicles-motor-cycles/2008-mitsubishi-lancer-vrx-cj-manual-sedan,"traction control light on
paint peeling around vehicle
medium scuff on around vehicle
front bumper cracked bumper.
large dent on front bumper/bonnet
abs light on",unclassified,[out_of_scope]
2015,nissan,qashqai,ts j11,wagon,cvt,diesel,130244,5.0,SJNFDAJ11A1322634,No plates,Unregistered,4,1.6,Silver,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063393/motor-vehicles-motor-cycles/2015-nissan-qashqai-ts-j11-turbo-diesel-cvt-wagon,"engine light on
windscreen chipped or cracked.
dents or marks on body consistent with age and kilometres.
medium scratch on around vehicle
engine overheating, tow advisable.",unclassified,[out_of_scope]
2011,jeep,grand,cherokee overland wk,wagon,automatic,petrol,332536,5.0,1C4RJFGT6CC196780,DSN289,28-02-2026,8,5.7,Black,Black Leather,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063397/motor-vehicles-motor-cycles/2011-jeep-grand-cherokee-overland-wk-automatic-wagon,"other warning light on
large scratch on around vehicle
damaged rhr tail light
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2021,toyota,corolla,hybrid ascent sport zwe211r (wovr inspected),sedan,cvt,hybrid,38206,5.0,JTDBB3BE90J036311,No Plates,Unregistered,4,1.8,Blue,Black,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21063398/motor-vehicles-motor-cycles/2021-toyota-corolla-hybrid-ascent-sport-zwe211r-cvt-sedan-wovr-inspected,"engine smoke visible
other warning light on
door mirror broken drivers mirror cover
engine noise observed.
dents or marks on body consistent with age and kilometres.
medium scuff on rear panel
damaged side mirror lights painted over.
paint fading various panels",unclassified,[out_of_scope]
2005,volkswagen,golf,gti a5 (wovr - inspected),hatchback,automatic,petrol,220515,5.0,WVWZZZ1KZ6U006361,DYH835,23-05-2026,4,2.0,Black,Black Leather,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063399/motor-vehicles-motor-cycles/2005-volkswagen-golf-gti-a5-automatic-hatchback-wovr-inspected,"large dent on front left fender
medium scratch on around vehicle",unclassified,[out_of_scope]
2009,volkswagen,tiguan,147 tsi 5n,wagon,automatic,petrol,130279,5.0,WVGZZZ5NZ9W096681,No Plates,Unregistered,4,2.0,Black,Black Leather,Yes,No,No,Yes,Yes,vic,https://www.grays.com/lot/0001-21063400/motor-vehicles-motor-cycles/2009-volkswagen-tiguan-147-tsi-5n-automatic-wagon,"engine light on
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2010,mini,cooper,r56 lci,hatchback,automatic,petrol,98636,4.0,WMWSU32020TY89570,2DP7YL,24-02-2026.,4,1.6,Black,Grey,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063401/motor-vehicles-motor-cycles/2010-mini-cooper-r56-lci-automatic-hatchback-rwc-issued-30-01-26,"large scuff on driver door
medium scuff on back bumper
medium dent on passenger door",unclassified,[out_of_scope]
2007,toyota,trd,aurion 3500s gsv40r (wovr - inspected),sedan,automatic,petrol,199971,5.0,6T153KK400X293268,1VN9OY,07-03-2026,6,3.5,Red,Red,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063402/motor-vehicles-motor-cycles/2007-toyota-trd-aurion-3500s-gsv40r-automatic-sedan-wovr-inspected,"carpet worn in places.
medium scratch on around vehicle
front cracked bumper.
rear view mirror broken",unclassified,[out_of_scope]
2012,land,rover,range rover sport 3.0 sdv6 luxury,wagon,automatic,diesel,86684,5.0,SALLSAAF3DA770964,No plates,Unregistered,6,3.0,White,Black Leather,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063403/motor-vehicles-motor-cycles/2012-land-rover-range-rover-sport-3-0-sdv6-luxury-turbo-diesel-auto-wagon,"engine noise observed.
large scratch on rear bumper
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2014,volkswagen,transporter,tdi250 swb t5 van,van,manual,diesel,287202,2.0,WV1ZZZ7HZEX022442,1CX3ZG,29-07-2026,4,2.0,White,Grey,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063406/motor-vehicles-motor-cycles/2014-volkswagen-transporter-tdi250-swb-t5-turbo-diesel-manual-van,"engine light on
seat torn drivers
windscreen chipped or cracked.
damaged around vehicle
large dent on around vehicle",unclassified,[out_of_scope]
2014,toyota,hiace,kdh223r,bus,automatic,diesel,178877,12.0,JTFST22P300021454,1OK4CR,31-03-2026,4,3.0,White,Grey,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063407/motor-vehicles-motor-cycles/2014-toyota-hiace-kdh223r-turbo-diesel-automatic-12-seats-bus,"dents or marks on body consistent with age and kilometres.
medium scratch on around vehicle",unclassified,[out_of_scope]
2008,holden,captiva,cx awd cg,wagon,automatic,diesel,155783,7.0,KL3CD26RJ9B280436,WVK640,08-04-2026,4,2.0,Silver,Grey,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063409/motor-vehicles-motor-cycles/2008-holden-captiva-cx-awd-cg-turbo-diesel-automatic-7-seats-wagon,"medium scratch on around vehicle
airbag light on
dents or marks on body consistent with age and kilometres.
paint fading various panels",unclassified,[out_of_scope]
2010,subaru,impreza,r g3,hatchback,automatic,petrol,201425,5.0,JF1GH7KS5BG053902,YGE952,17-03-2026,4,2.0,Silver,Black Leather,Yes,Yes,Yes,No,Yes,vic,https://www.grays.com/lot/0001-21063410/motor-vehicles-motor-cycles/2010-subaru-impreza-r-g3-automatic-hatchback,"engine light on
carpet worn in places.
dents or marks on body consistent with age and kilometres.
medium scuff on rhf door
traction control light on",unclassified,[out_of_scope]
2011,volkswagen,tiguan,103 tdi 5n,wagon,automatic,diesel,236827,5.0,WVGZZZ5NZCW031698,YUD942,03-05-2026,4,2.0,Black,Black Leather,Yes,Yes,No,No,Yes,vic,https://www.grays.com/lot/0001-21063411/motor-vehicles-motor-cycles/2011-volkswagen-tiguan-103-tdi-5n-turbo-diesel-automatic-wagon,"medium scuff on around vehicle
other warning light on
windscreen chipped or cracked.",unclassified,[out_of_scope]
2011,subaru,impreza,r g3,hatchback,manual,petrol,199642,5.0,JF1GH7KF3BG055888,No plates,Unregistered,4,2.0,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063412/motor-vehicles-motor-cycles/2011-subaru-impreza-r-g3-manual-hatchback,"medium dent on around vehicle
paint fading around vehicle
engine light on",unclassified,[out_of_scope]
2002,holden,berlina,vx,sedan,automatic,petrol,185797,5.0,6H8VXL69A2L863398,ROU301,07-06-2026,6,3.8,Silver,Grey,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063414/motor-vehicles-motor-cycles/2002-holden-berlina-vx-automatic-sedan,"dents or marks on body consistent with age and kilometres.
hood lining sagging
paint cracked on various panels
medium scratch on around exterior",unclassified,[out_of_scope]
2012,opel,corsa,colour edition sl,hatchback,automatic,petrol,72389,5.0,W0L0SDL08D6012800,No plates,Unregistered,4,1.4,Red,Grey,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063416/motor-vehicles-motor-cycles/2012-opel-corsa-colour-edition-sl-automatic-hatchback,"medium scuff on around vehicle
airbag light on
medium dent on front bumper",unclassified,[out_of_scope]
2013,volkswagen,golf,gti a7,hatchback,manual,petrol,225355,5.0,WVWZZZAUZEW020594,ZXE728,08-10-2026,4,2.0,White,Grey,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21063419/motor-vehicles-motor-cycles/2013-volkswagen-golf-gti-a7-manual-hatchback,"large scratches around vehicle
medium dents around vehicle
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2007,holden,berlina,ve,sedan,automatic,petrol,258767,5.0,6G1EL54B18L117730,WCX622,02-04-2026,6,3.6,Gold,Grey,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063421/motor-vehicles-motor-cycles/2007-holden-berlina-ve-automatic-sedan,"seat torn driver seat. front and back seat stains.
windscreen chipped.
large scuffs, medium scratches around vehicle
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2008,honda,jazz,gli ge,hatchback,automatic,petrol,185002,5.0,MRHGE68509P040719,2CM8WZ,09-07-2026,4,1.3,Blue,Black,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21063422/motor-vehicles-motor-cycles/2008-honda-jazz-gli-ge-automatic-hatchback,"dents or marks on body consistent with age and kilometres.
medium scratch on various panels",unclassified,[out_of_scope]
2011,volvo,xc60,t5,wagon,automatic,petrol,257976,5.0,YV1DZ475BB2200816,YJF644,29-06-2026,4,2.0,Grey,Beige Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063430/motor-vehicles-motor-cycles/2011-volvo-xc60-t5-automatic-wagon,"front seat worn drivers and passengers
medium scratch on around vehicle",unclassified,[out_of_scope]
2007,ford,focus,coupe-cabriolet lt,convertible,automatic,petrol,111599,4.0,WF0XXXLUDX7U12329,WVP643,Unregistered,4,2.0,Red,Black Leather,Yes,Yes,No,No,Yes,vic,https://www.grays.com/lot/0001-21063432/motor-vehicles-motor-cycles/2007-ford-focus-coupe-cabriolet-lt-automatic-convertible,"glovebox would not open/close
dash torn or cracked
door card worn.
large scratch on around vehicle
rear cracked bumper.",unclassified,[out_of_scope]
2017,hyundai,i30,active pd,hatchback,automatic,petrol,102923,5.0,KMHH351EMJU047340,2EC5QE,22-03-2026,4,2.0,Grey,Black,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063433/motor-vehicles-motor-cycles/2017-hyundai-i30-active-pd-automatic-hatchback,"dents or marks on body consistent with age and kilometres.
paint fading spoiler
medium scratch on various panels",unclassified,[out_of_scope]
2013,mercedes,benz,gl-class gl350 bluetec x166 t d,wagon,automatic,diesel,130154,7.0,WDC1668242A203498,AAL637,08-10-2026,6,3.0,Silver,Black Leather,Yes,No,No,No,No,vic,https://www.grays.com/lot/0001-21063437/motor-vehicles-motor-cycles/2013-mercedes-benz-gl-class-gl350-bluetec-x166-t-d-auto-7-seats-wagon,"medium scratch on around vehicle
large scuff on around vehicle
other warning light on
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2006,toyota,yaris,yr ncp90r,hatchback,automatic,petrol,175309,5.0,JTDJW923005028205,1DS4XX,07-01-2027,4,1.3,Silver,Grey,Yes,No,Yes,No,Yes,vic,https://www.grays.com/lot/0001-21063438/motor-vehicles-motor-cycles/2006-toyota-yaris-yr-ncp90r-automatic-hatchback,"front seat stains both
seat torn driver seat
medium scratch on around vehicle
paint peeling around vehicle
medium dent on around vehicle",unclassified,[out_of_scope]
2021,mitsubishi,pajero,sport gls qf auto 4x4 my21,suv,dct,diesel,64896,7.0,MMAGUKS10MH003042,,Unregistered,4,2.4,,,Yes,Yes,Yes,Yes,Yes,"springwood, queensland, 4127",https://www.grays.com/lot/0001-50082482/motor-vehicles-motor-cycles/2021-mitsubishi-pajero-sport-gls-qf-auto-4x4-my21,,unclassified,[out_of_scope]
2019,hyundai,kona,electric highlander os direct drive,wagon,direct drive,electric,101999,5.0,KMHK381GULU052530,,Unregistered,0,0.0,Red,Black Leather,Yes,No,Yes,No,Yes,qld,https://www.grays.com/lot/0001-50517809/motor-vehicles-motor-cycles/2019-hyundai-kona-electric-highlander-os-direct-drive-wagon,"dents or marks on body consistent with age and kilometres.
front seat worn both",unclassified,[out_of_scope]
2013,subaru,impreza,2.0i g4,sedan,cvt,petrol,150172,5.0,JF1GJ7KC5DG006904,,Unregistered,4,2.0,White,Black,Yes,Yes,No,No,Yes,qld,https://www.grays.com/lot/0001-50517810/motor-vehicles-motor-cycles/2013-subaru-impreza-2-0i-g4-cvt-sedan,"seat torn rhf
damaged rh indicator
medium scuff on rhr guard
dents or marks on body consistent with age and kilometres.
paint fading roof
door card worn.",unclassified,[out_of_scope]
2013,ford,mondeo,lx fwd,sedan,automatic,diesel,158201,5.0,WF0EXXGBBEDP25183,,Unregistered,4 cyl,2.0,Silver,Grey,Yes,No,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50517812/motor-vehicles-motor-cycles/2013-ford-mondeo-lx-fwd-automatic-6-speed-sedan,"comments: abs brakes, multi function steering wheel,
exterior: some scratched/paint chips, wheel covers faded",unclassified,[out_of_scope]
2010,suzuki,kizashi,xl fr,sedan,cvt,petrol,187576,5.0,JSAFRE91S00100542,,Unregistered,4,2.4,Dark Blue,Grey,Yes,Yes,Yes,Partial,Yes,qld,https://www.grays.com/lot/0001-50517813/motor-vehicles-motor-cycles/2010-suzuki-kizashi-xl-fr-cvt-sedan,"engine noise observed.
engine noise observed.
engine light on
engine light on
engine oil leak
engine oil leak
paint peeling various panels
paint peeling various panels
dents or marks on body consistent with age and kilometres.
dents or marks on body consistent with age and kilometres.
rear cracked bumper.
rear cracked bumper.
medium dent on rhr guard
medium dent on rhr guard",unclassified,[out_of_scope]
2017,nissan,leaf,import sedan,hatchback,automatic,electric,26880,5.0,6U90000AZE0223512,,Unregistered,0,0.0,White,Grey,Yes,Yes,Yes,No,Yes,qld,https://www.grays.com/lot/0001-50517814/motor-vehicles-motor-cycles/2017-nissan-leaf-import-automatic-sedan-hatch,"dents or marks on body consistent with age and kilometres.
front seat worn both",unclassified,[out_of_scope]
2016,mercedes,benz,c-class c250 w205,sedan,automatic,petrol,131236,5.0,WDD2050452R153017,,Unregistered,4,2.0,Silver,Black Leather,Yes,Yes,Yes,No,Yes,qld,https://www.grays.com/lot/0001-50517815/motor-vehicles-motor-cycles/2016-mercedes-benz-c-class-c250-w205-automatic-sedan,"dents or marks on body consistent with age and kilometres.
front seat worn both",unclassified,[out_of_scope]
2016,audi,a4,2.0 tfsi sport b9,sedan,automatic,petrol,135601,5.0,WAUZZZF4XGA106856,,Unregistered,4,2.0,Silver,Black Leather,Yes,Yes,Yes,No,Yes,qld,https://www.grays.com/lot/0001-50517816/motor-vehicles-motor-cycles/2016-audi-a4-2-0-tfsi-sport-b9-automatic-sedan,dents or marks on body consistent with age and kilometres.,unclassified,[out_of_scope]
2016,jaguar,xf,25t r-sport,sedan,automatic,petrol,125105,5.0,SAJBB4AG8HCY28038,,Unregistered,4,2.0,White,Black Leather,Yes,Yes,Yes,Partial,Yes,qld,https://www.grays.com/lot/0001-50517817/motor-vehicles-motor-cycles/2016-jaguar-xf-25t-r-sport-automatic-8-speed-sedan,"suspension requires attention
dents or marks on body consistent with age and kilometres.
front cracked bumper.
other warning light on",unclassified,[out_of_scope]
2016,holden,commodore,sv6 vf,sedan,automatic,petrol,161890,5.0,6G1FB5E3XGL214535,,Unregistered,6,3.6,Blue,Black,Yes,No,Yes,Partial,Yes,qld,https://www.grays.com/lot/0001-50517819/motor-vehicles-motor-cycles/2016-holden-commodore-sv6-vf-automatic-sedan,"dents or marks on body consistent with age and kilometres.
damaged lh tail light
paint peeling rear bumper",unclassified,[out_of_scope]
