year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,final_price,final_bids,date_sold,status,bids,price,sale_price,time_remaining_or_date_sold
2006.0,Chrysler,300C,SRT8 LE Automatic Sedan,Sedan,5.0,2006-11,2007-03,1C3H9E3W77Y534442,DMS710,VIC,22-06-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,8.0,6.1,Petrol,Automatic,78364,km,Black,Black Leather,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21051073/motor-vehicles-motor-cycles/2006-chrysler-300c-srt8-le-automatic-sedan,"Front Seat Stains Driver
Radio Not Working
Other Warning light ON
Medium Scratch on Drivers Door
Medium Scratch on Rear Bumper
Medium Scratch on Front Passenger Door
Medium Scratch on Passenger Side Front Guard
Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Sunroof, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 636 (347415)",,,2025-06-26,sold,83.0,"$7,200","$7,200",
2012.0,Jeep,Wrangler,Sport JK Manual Wagon,Wagon,4,2012-01,2012-05,1C4BJWGG9CL187687,CHB05B,NSW,"Sold Unregistered, Without Plates",0.0,6,3.6,Petrol,Manual,138433,km,Black,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911433/motor-vehicles-motor-cycles/2012-jeep-wrangler-sport-jk-manual-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 46 Clyde Street, Hamilton North, NSW, 2292",,,2025-06-11,sold,122.0,"$12,100","$12,100",
2015.0,Jeep,RENEGADE,Limited BU Automatic Wagon,Wagon,5,2015-05,2015-10,1C4BU0000FPB82995,ADD202,VIC,26-07-2025 Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,22.0,4,1.4,Petrol,Automatic,119149,km,Black,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21048627/motor-vehicles-motor-cycles/2015-jeep-renegade-limited-bu-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Rear, 500, Power Steering, Reversing Camera, Roof Rail, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1005 (346336)",,,2025-05-14,sold,90.0,"$6,766","$6,766",
2015.0,Jeep,RENEGADE,Sport BU Automatic Wagon,Wagon,5,2015-07,2015-10,1C4BU0000FPC12368,YCG95T,NSW,"Sold Unregistered, Without Plates",,4,1.4,Petrol,Automatic,85982,km,White,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10350079/motor-vehicles-motor-cycles/2015-jeep-renegade-sport-bu-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 471",,,2025-08-12,sold,53.0,"$5,500","$5,500",
2015.0,Jeep,RENEGADE,TRAILHAWK BU 9 auto Wagon,Wagon,5.0,2015-08,2017-05,1C4BU0000FPC26016,1HEZ151,WA,28-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4.0,2.4,Petrol,9 auto,129400,km,Light Blue,Black Leather,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9064993/motor-vehicles-motor-cycles/2015-jeep-renegade-trailhawk-bu-9-auto-wagon,"Engine light ON
Medium Scuff on passenger side doors and front bumper.
Paint fading boot wing
Dents or marks on body consistent with age and kilometres.
Transmission Requires attention Strongly recommend inspection by qualified third party
Windscreen Chipped or Cracked.
Door card Worn.
Front Seat worn driver seat","Air Conditioning, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Satellite Navigation System, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 36E",,,,sold,28.0,2609.0,2609.0,
2015.0,Jeep,RENEGADE,Limited BU Automatic Wagon,Wagon,5,2015-08,2016-01,1C4BU0000FPC26562,1IKG417,WA,"18-07-2025 - Please note this vehicle license has expired, but can be paid until 18-10-2025. Vehicle license must be renewed online before this date and time of collection, otherwise this vehicle will be sold unregistered, without plates. - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy",2.0,4,1.4,Petrol,Automatic,87865,km,Orange,Grey,Yes,No,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9061626/motor-vehicles-motor-cycles/2015-jeep-renegade-limited-bu-automatic-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 25E",,,2025-07-22,sold,94.0,"$8,900","$8,900",
2015.0,JEEP,RENEGADE,LONGITUDE BU Automatic Wagon,Wagon,5.0,2015-09,2016-10,1C4BU0000GPC47217,No plates,VIC,"Sold Unregistered, Without Plates",0.0,4.0,1.4,Petrol,Automatic,138755,km,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051151/motor-vehicles-motor-cycles/2015-jeep-renegade-longitude-bu-automatic-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 142",,,2025-06-26,sold,55.0,"$6,620","$6,620",
2016.0,Jeep,Renegade,Limited BU Automatic Wagon,Wagon,5.0,2016-01,2017-06,1C4BU0000GPC99355,1XL8AF,VIC,07-12-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,1.4,Petrol,Automatic,165360,km,Red,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21058382/motor-vehicles-motor-cycles/2016-jeep-renegade-limited-bu-automatic-wagon,"Paint fading Boot
Dents or marks on body consistent with age and kilometres.
Other Warning light ON
Damaged Cracked RHF Daytime running light","Air Conditioning, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Satellite navigation system, Sunroof, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 267 (361604)",,,,sold,95.0,5200.0,5200.0,
2016.0,Jeep,RENEGADE,75TH ANNIVERSARY BU Automatic Wagon,Wagon,5.0,2016-01,2016-06,1C4BU0000GPD11896,2CI4CR,VIC,09-10-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,1.4,Petrol,Automatic,137594,km,Green,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21058659/motor-vehicles-motor-cycles/2016-jeep-renegade-75th-anniversary-bu-automatic-wagon,Windscreen Chipped or Cracked.,"Air Conditioning, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 191 (361998)",,,,sold,103.0,7400.0,7400.0,
2016.0,Jeep,RENEGADE,Sport BU Automatic Wagon,Wagon,5,2016 - 04,2016 08,1C4BU0000GPD60636,,,"Sold Unregistered, Without Plates",,4,1.4,Petrol,Automatic,123787,km,Yellow,Black,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60047627/motor-vehicles-motor-cycles/2016-jeep-renegade-sport-bu-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park distance control rear, Power Steering, Reversing Camera, Compass, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 19",,,2025-04-14,sold,83.0,"$6,100","$6,100",
2016.0,Jeep,Wrangler,Sport JK Automatic Wagon,Wagon,4.0,2016-11,2017-03,1C4HJWGG0HL542876,AQL296,VIC,28-09-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6,3.6,Petrol,Automatic,103398,km,Black,Black Leather,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21057862/motor-vehicles-motor-cycles/2016-jeep-wrangler-sport-jk-automatic-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Auto Control, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Power Steering, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 595",,,,sold,74.0,15100.0,15100.0,
2012.0,Jeep,Wrangler,Sport JK Manual Wagon,Wagon,4,Unable to read,2012-02,1C4HJWGG5CL150324,1HVM566,WA,26-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,6,3.6,Petrol,Manual,208000,km,Orange,Grey,Yes,Yes,No,Partial,Yes,WA,https://www.grays.com/lot/0001-9061678/motor-vehicles-motor-cycles/2012-jeep-wrangler-sport-jk-manual-wagon,"Paint fading Bonnet
Dents or marks on body consistent with age and kilometres.
Front Seat Marks Both front seats
Back Seat Marks.","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 8E",,,2025-07-22,sold,87.0,"$9,000","$9,000",
2013.0,Jeep,Wrangler,Sport (4x4) JK Manual Wagon,Wagon,4.0,2013 - 06,2014 - 02,1C4HJWGG8DL675637,,,"Sold Unregistered, Without Plates",,6.0,3.6,Petrol,Manual,200339,km,Red,Multi,Yes,Yes,No,Yes,Yes,SA,https://www.grays.com/lot/0001-60048123/motor-vehicles-motor-cycles/2013-jeep-wrangler-sport-4x4-jk-manual-wagon,Engine light ON,"Air Conditioning, Bluetooth capability, Bull bar, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Light bar, Power Steering, Hard top roof (can be taken off), Crash Test Star Rating 4, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 51",,,2025-06-26,sold,117.0,"$9,300","$9,300",
2018.0,Jeep,Wrangler,Unlimited Sport (4x4) JK Turbo Diesel Automatic Wagon,Wagon,5,2017-11,2018-01,1C4HJWK55JL818285,APD277,VIC,27-05-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.8,Diesel,Automatic,287295,km,White,Tan Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21048111/motor-vehicles-motor-cycles/2018-jeep-wrangler-unlimited-sport-4x4-jk-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Front Seat Scratches Both front seats","Air Conditioning, Auto Control, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 603 (343533)",,,2025-05-05,sold,203.0,"$13,600","$13,600",
2012.0,Jeep,Wrangler,Unlimited Sport JK Automatic Wagon,Wagon,5,2012-12,Unable to locate,1C4HJWKG5DL580086,1NR3UK,VIC,27-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6,3.6,Petrol,Automatic,186025,km,Red,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21050873/motor-vehicles-motor-cycles/2012-jeep-wrangler-unlimited-sport-jk-automatic-wagon,Medium Scratch on Various parts on panels,"Air Conditioning, Auto Control, 490, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 138 (349913)",,,2025-06-22,sold,148.0,"$14,200","$14,200",
2012.0,Jeep,Wrangler,Unlimited Sport (4x4) JK Automatic Wagon,Wagon,5,Unable to locate,2013-01,1C4HJWKG8DL558258,2CH1FG,VIC,25-09-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6,3.6,Petrol,Automatic,229094,km,Orange,Black,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21055408/motor-vehicles-motor-cycles/2012-jeep-wrangler-unlimited-sport-4x4-jk-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various parts on panels
Seat Torn Driver seat","Air Conditioning, Auto Control, Bull bar, CD Player, Central Locking, Cruise Control, Driver Airbag, Power Steering, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 290 (357002)",,,2025-09-03,sold,156.0,"$10,900","$10,900",
2012.0,Jeep,Wrangler,Unlimited OVERLAND JK Automatic Wagon,Wagon,5,2012-12,2013-03,1C4HJWLG2DL573207,DK32MI,NSW,"Sold Unregistered, Without Plates",,6,3.6,Petrol,Automatic,121307,km,Black,Black,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10348878/motor-vehicles-motor-cycles/2012-jeep-wrangler-unlimited-overland-jk-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Dead Battery - Noise on Start up.
Leaking Roof.
Corrosion.
Car Wrap Decayed.","Air Conditioning, Auto Control, Bluetooth Capability, Bull bar, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Leather Trim, MP3 Capability, Power Steering, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 950",,,2025-05-28,sold,1.0,"$5,000","$5,000",
2015.0,Jeep,Wrangler,Unlimited X JK Automatic Wagon,Wagon,5,2015-01,2015-05,1C4HJWLG4FL615069,1FL2QI,VIC,24-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6,3.6,Petrol,Automatic,150570,km,White,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21053793/motor-vehicles-motor-cycles/2015-jeep-wrangler-unlimited-x-jk-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Auto Control, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Satellite navigation system, Sunroof, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1049 (354308)",,,2025-08-06,sold,41.0,"$16,500","$16,500",
2014.0,Jeep,Wrangler,Unlimited OVERLAND JK Automatic Wagon,Wagon,5,2014-12,2015-02,1C4HJWLG8FL595635,,,"Sold Unregistered, Without Plates",0.0,6,3.6,Petrol,Automatic,161507,km,Green,Black Leather,Yes,Yes,No,No,Yes,QLD,https://www.grays.com/lot/0001-50516277/motor-vehicles-motor-cycles/2014-jeep-wrangler-unlimited-overland-jk-automatic-wagon,"Large Scuff on Lh front door
Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Medium Dent on Both bumpers
Front Seat worn Both seats","Air Conditioning, Auto Control, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-133 GV354290",,,2025-08-06,sold,55.0,"$12,705","$12,705",
2016.0,Jeep,Wrangler,Unlimited 75TH ANNIVERSARY JK Automatic Wagon,Wagon,5,2016-05,2016-08,1C4HJWLGXGL280952,No plates,VIC,"Sold Unregistered, Without Plates",0.0,6,3.6,Petrol,Automatic,164086,km,Green,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21046252/motor-vehicles-motor-cycles/2016-jeep-wrangler-unlimited-75th-anniversary-jk-automatic-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Auto Control, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Satellite Navigation System, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 176 (342619)",,,2025-03-31,sold,129.0,"$18,500","$18,500",
2012.0,Jeep,Compass,Sport Manual Wagon,Wagon,5,2012-05,2012-07,1C4NJCFA0CD670780,,,"Sold Unregistered, Without Plates",0.0,4,2,Petrol,Manual,177853,km,White,Black,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50711561/motor-vehicles-motor-cycles/2012-jeep-compass-sport-manual-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Rh front bumper
Windscreen Chipped or Cracked.
Door card Worn.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, MP3 Capability, Power Steering, Roof Rail, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-989 GV341630",,,2025-04-06,sold,42.0,"$2,809","$2,809",
2012.0,Jeep,Compass,Sport CVT Wagon,Wagon,5,2012-11,2013-02,1C4NJCFA0DD192801,,,"Sold Unregistered, Without Plates",0.0,4,2,Petrol,CVT,117898,km,Blue,Grey,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50515291/motor-vehicles-motor-cycles/2012-jeep-compass-sport-cvt-wagon,"Dents or marks on body consistent with age and kilometres.
Damaged tail light
Medium Scratch on RHS passenger door","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Roof Rail, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-473 GV345119",,,2025-05-21,sold,53.0,"$3,509","$3,509",
