year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,bids,price,time_remaining_or_date_sold,referral_reason,status
2024.0,GWM,HAVAL,H6 PREMIUM 2WD Automatic Wagon,Wagon,5.0,2024-03,Unable to locate,LGWEF6A55RH946764,no plates,TAS,"Sold Unregistered, Without Plates",2.0,4.0,2.0,Petrol,Automatic,21405,km,White,Black,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21051092/motor-vehicles-motor-cycles/2024-gwm-haval-h6-premium-2wd-automatic-wagon,"Medium Scuff on Rear Bumper
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Auto Control, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 753 (347043)",81.0,,,"Medium Scuff on Rear Bumper
Dents or marks on body consistent with age and kilometres.",referred
2024.0,GWM,HAVAL,H6 PREMIUM 2WD Automatic Wagon,Wagon,5.0,2024-03,Unable to locate,LGWEF6A56RH946742,No Plates,,"Sold Unregistered, Without Plates",0.0,4.0,2.0,Petrol,Automatic,14165,km,Dark Grey,Black,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21051093/motor-vehicles-motor-cycles/2024-gwm-haval-h6-premium-2wd-automatic-wagon,Medium Scratch on Various parts of panel,"Air Conditioning, Auto Control, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park distance control front, Park Distance Control Rear, Parking assist system, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 110 (346088)",106.0,,,Medium Scratch on Various parts of panel,referred
2018.0,Toyota,Corolla,Ascent ZRE172R CVT Sedan,Sedan,5.0,2018-02,2018-03,MR053REH205310288,1PY5FD,VIC,19-06-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,1.8,Petrol,CVT,178840,km,Blue,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051113/motor-vehicles-motor-cycles/2018-toyota-corolla-ascent-zre172r-cvt-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on around the car","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 372",129.0,,,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on around the car",referred
2014.0,Mitsubishi,ASX,XLS 4WD XB Turbo Diesel Automatic Wagon,Wagon,5.0,2014-07,2014-08,JMFXLGA8WFZ000747,1CU5CN,VIC,15-06-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.3,Diesel,Automatic,208445,km,Silver,Black,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21051115/motor-vehicles-motor-cycles/2014-mitsubishi-asx-xls-4wd-xb-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium dents and large scuff marks.
Suspension requires attention","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1162 (350271)",15.0,,,"Dents or marks on body consistent with age and kilometres.
Medium dents and large scuff marks.
Suspension requires attention",referred
2007.0,Nissan,Navara,ST-X (4x4) D40 Turbo Diesel Automatic Dual Cab,Dual Cab Chassis,5.0,2007-11,2008-01,VSKCVND40A0264814,No Plates,VIC,"Sold Unregistered, Without Plates",0.0,4.0,2.5,Diesel,Automatic,245440,km,Silver,Grey,Yes,No,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051123/motor-vehicles-motor-cycles/2007-nissan-navara-st-x-4x4-d40-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Paint cracked Various parts of panel
Engine idling rough
Front Seat worn Driver Seat","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Nudge Bar, Power Steering, Roof Rail, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1215 06(350207)",0.0,,,"Dents or marks on body consistent with age and kilometres.
Paint cracked Various parts of panel
Engine idling rough
Front Seat worn Driver Seat",referred
2016.0,NISSAN,PATHFINDER,ST R52 CVT Wagon,Wagon,5.0,2016-11,2017-03,5N1DR2MN2HC637129,1KO9UW,VIC,04-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,3.5,Petrol,CVT,234864,km,Black,Black Leather,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21051176/motor-vehicles-motor-cycles/2016-nissan-pathfinder-st-r52-cvt-wagon,"Engine noise observed.
Engine Smoke visible
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Third Row Seat, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1020 (350311)",0.0,,,"Engine noise observed.
Engine Smoke visible
Dents or marks on body consistent with age and kilometres.",referred
2008.0,LAND,ROVER,RANGE ROVER SPORT TDV8 Turbo Diesel Automatic Wagon,Wagon,5.0,2008-01,Unable to locate,SALLSAA238A166135,Unable to locate,VIC,"Sold Unregistered, Without Plates",,8.0,3.6,Diesel,Automatic,263483,km,Grey,Tan Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051186/motor-vehicles-motor-cycles/2008-land-rover-range-rover-sport-tdv8-turbo-diesel-automatic-wagon,"Front Seat Marks Both seats
Front Seat Scratches Both
Front Seat worn Drivers
Dents or marks on body consistent with age and kilometres.
Paint fading Various along panel","Air Conditioning, Auto Control, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, DVD Player, Leather Trim, Park Distance Control Rear, Power Steering, Sunroof, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1224A",35.0,,,"Front Seat Marks Both seats
Front Seat Scratches Both
Front Seat worn Drivers
Dents or marks on body consistent with age and kilometres.
Paint fading Various along panel",referred
2017.0,Nissan,Pathfinder,ST-L R52 CVT 7 Seats Wagon,Wagon,7.0,2017-05,2017-09,5N1DR2MM8HC687637,1MM2HW,VIC,07-06-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,3.5,Petrol,CVT,131648,km,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051236/motor-vehicles-motor-cycles/2017-nissan-pathfinder-st-l-r52-cvt-7-seats-wagon,"Odd noise at low revs.
Dents or marks on body consistent with age and kilometres.
Body/panel damage Various parts of panel
Large Dent and Scuff on Various parts of panel
Other Warning light ON","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Satellite Navigation, Sunroof, Third Row Seat, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 642 (350444)",0.0,,,"Odd noise at low revs.
Dents or marks on body consistent with age and kilometres.
Body/panel damage Various parts of panel
Large Dent and Scuff on Various parts of panel
Other Warning light ON",referred
2015.0,Audi,A4,1.8 TFSI B8 CVT Sedan,Sedan,5.0,Unable to locate,2015-11,WAUZZZ8K2FA175339,No plates,VIC,"Sold Unregistered, Without Plates",0.0,4.0,1.8,Petrol,CVT,192583,km,White,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051260/motor-vehicles-motor-cycles/2015-audi-a4-1-8-tfsi-b8-cvt-sedan,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reverse camera, Satellite Navigation System, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 698 (349198)",0.0,,,Dents or marks on body consistent with age and kilometres.,referred
2021.0,Ford,Ranger,XLS 4X4 PX III Turbo Diesel Automatic Dual Cab,Dual Cab,5.0,2021-06,2021-07,MPBUMFF50MX347149,832JH3,QLD,"Sold Unregistered, Without Plates",,5.0,3.2,Diesel,Automatic,105718,km,White,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349220/motor-vehicles-motor-cycles/2021-ford-ranger-xls-4x4-px-iii-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Large Dent on Driver side rear tub","Air Conditioning, Auto Control, Bluetooth Capability, Bull bar, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite navigation system, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 579",216.0,,,"Dents or marks on body consistent with age and kilometres.
Large Dent on Driver side rear tub",referred
2017.0,Jeep,Compass,Limited BG 9 auto Wagon,Wagon,5.0,2017-11,2018-02,MCANJRCB6JFA10081,1MI7TI,VIC,"Sold Unregistered, Without Plates",,4.0,2.4,Petrol,9 auto,77774,km,Black,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349231/motor-vehicles-motor-cycles/2017-jeep-compass-limited-bg-9-auto-wagon,"Please refer to the photos or arrange inspection to view the condition of this vehicle.
Interior: Dents and marks on body, wear and tear on interior consistent with age and kilometers travelled","Air Conditioning, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Roof Rail, Satellite navigation system, Sunroof, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 216",145.0,,,"Please refer to the photos or arrange inspection to view the condition of this vehicle.
Interior: Dents and marks on body, wear and tear on interior consistent with age and kilometers travelled",referred
2019.0,Subaru,Impreza,2.0i (AWD) G5 CVT Hatchback,Hatchback,5.0,2019-07,2019-09,JF1GT7KL5KG074585,CY88UZ,NSW,"Sold Unregistered, Without Plates",,4.0,2.0,Petrol,CVT,102011,km,White,Grey,Yes,No,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10349272/motor-vehicles-motor-cycles/2019-subaru-impreza-2-0i-awd-g5-cvt-hatchback,"Please refer to the photos or arrange inspection to view the condition of this vehicle.
Scratch on side and back panel.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 117",133.0,,,"Please refer to the photos or arrange inspection to view the condition of this vehicle.
Scratch on side and back panel.",referred
2011.0,VOLKSWAGEN,PASSAT,125TDI HIGHLINE 3C Turbo Diesel Automatic Sedan,Sedan,5.0,2011-05,2011-08,WVWZZZ3CZBP360790,BZR78E,NSW,"Sold Unregistered, Without Plates",,4.0,2.0,Diesel,Automatic,184378,km,Bronze,Cream,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349311/motor-vehicles-motor-cycles/2011-volkswagen-passat-125tdi-highline-3c-turbo-diesel-automatic-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Satellite navigation system, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 415",34.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2013.0,BMW,X1,sDrive 20i E84 LCI Automatic - 8 Speed Wagon,Wagon,5.0,2013-08,2013-10,WBAVL92070VX86166,DN66ZL,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.0,Petrol,Automatic - 8 Speed,128291,km,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911554/motor-vehicles-motor-cycles/2013-bmw-x1-sdrive-20i-e84-lci-automatic-8-speed-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather trim, MP3 Capability, Power Steering, Satellite navigation system, Sunroof, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2011.0,MERCEDES-BENZ,E-CLASS,350 ELEGANCE C207 Automatic Coupe,Coupe,4.0,2011-07,2012-05,WDD2073592F138528,DSS83F,NSW,"Sold Unregistered, Without Plates",0.0,6.0,3.5,Petrol,Automatic,133665,km,White,Black Leather,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911555/motor-vehicles-motor-cycles/2011-mercedes-benz-e-class-350-elegance-c207-automatic-coupe,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Bluetooth Capability, CD Player, Climate Control, Driver Airbag, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Satellite Navigation System, Sunroof, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2017.0,Nissan,Qashqai,ST J11 CVT Wagon,Wagon,5.0,2017-05,2017-08,SJNFBAJ11AZ068700,DPN49X,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.0,Petrol,CVT,197843,km,White,Black,Yes,Yes,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10911556/motor-vehicles-motor-cycles/2017-nissan-qashqai-st-j11-cvt-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Driver Airbag, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,Dents or marks on body consistent with age and kilometres.,referred
2018.0,PEUGEOT,308,ALLURE TOURING Turbo Diesel Automatic Wagon,Wagon,5.0,2018-02,2018-04,VF3LJAHXWJS096133,KMC666,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.0,Diesel,Automatic,186399,km,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911558/motor-vehicles-motor-cycles/2018-peugeot-308-allure-touring-turbo-diesel-automatic-wagon,Dents or marks on body consistent with age and kilometres.,"Bluetooth Capability, CD Player, Climate Control, Driver Airbag, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Sunroof, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,Dents or marks on body consistent with age and kilometres.,referred
2010.0,Mazda,CX-7,Luxury Sports (4x4) Automatic Wagon,Wagon,5.0,2010-02,2010-02,JM0ER103200206856,DN70ZM,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.3,Petrol,Automatic,227492,km,Grey,Black Leather,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911559/motor-vehicles-motor-cycles/2010-mazda-cx-7-luxury-sports-4x4-automatic-wagon,"Airbag light ON
Dents or marks on body consistent with age and kilometres.
Door card Damaged.","Bluetooth Capability, CD Player, Climate Control, Driver Airbag, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Sunroof, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",25.0,,,"Airbag light ON
Dents or marks on body consistent with age and kilometres.
Door card Damaged.",referred
2013.0,Ford,Ranger,Wildtrak 4x4 PX Turbo Diesel Automatic Dual Cab,Dual Cab,5.0,2013-09,2013-10,MNAUMFF50DW222964,CPN87N,NSW,"Sold Unregistered, Without Plates",0.0,5.0,3.2,Diesel,Automatic,280725,km,Orange,Black Leather,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10911560/motor-vehicles-motor-cycles/2013-ford-ranger-wildtrak-4x4-px-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Seat Torn Drivers","Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Nudge bar, Power Steering, Reversing Camera, Satellite navigation system, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,"Dents or marks on body consistent with age and kilometres.
Seat Torn Drivers",referred
2018.0,Honda,CR-V,2WD VTi-S RW CVT Wagon,Wagon,5.0,2018-01,2018-02,MRHRW1850JP062772,YHG95P,NSW,"Sold Unregistered, Without Plates",0.0,4.0,1.5,Petrol,CVT,95047,km,Blue,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911561/motor-vehicles-motor-cycles/2018-honda-cr-v-2wd-vti-s-rw-cvt-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
