year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,bids,price,date_sold,odo_suspect,canonical_tag,canonical_reason,price_numeric,price_text,bids_numeric
2021,TOYOTA,Kluger,4X4 GX HYBRID AXUH78R,Wagon,CVT,Hybrid,129236,7.0,5TDLB3CH20S049157,1UJ8ER,27-01-2026,4,2.5,Silver,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054588/motor-vehicles-motor-cycles/2021-toyota-kluger-4x4-gx-hybrid-axuh78r-cvt-7-seats-wagon,Dents or marks on body consistent with age and kilometres.,196,38000,2025-08-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2006,TOYOTA,Camry,Altise MCV36R,Sedan,Automatic,Petrol,262308,5.0,6T153XK360X319369,XEN593,22-07-2026,6,3.0,Blue,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054479/motor-vehicles-motor-cycles/2006-toyota-camry-altise-mcv36r-automatic-sedan,"Medium Scratch on Rear bumper
Medium Dent on Rear passenger door",41,2810,2025-08-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
1997,TOYOTA,Landcruiser,Prado GXL (4x4) VZJ95R,Wagon,Manual,Petrol,409456,8.0,JT711VJ9500012162,9LK688,23-09-2025,6,3.4,White,Grey,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9062705/motor-vehicles-motor-cycles/1997-toyota-landcruiser-prado-gxl-4x4-vzj95r-manual-8-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Seat Torn Drivers seat
Medium Scuff on Consistent around vehicle
Paint peeling various panels",44,4000,2025-08-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
1997,TOYOTA,Hilux,Dual,Dual Cab,Manual,Petrol,316283,5.0,JT733RN8509037477,OKU444,30-06-2026,4,2.4,White,Grey,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21054472/motor-vehicles-motor-cycles/1997-toyota-hilux-manual-dual-cab,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Around exterior
Hail damage visible.",30,2500,2025-08-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2004,TOYOTA,Echo,NCP10R,Hatchback,Automatic,Petrol,121168,5.0,JTDKW133700234171,No plates,Unregistered,4,1.3,Blue,Black,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10350190/motor-vehicles-motor-cycles/2004-toyota-echo-ncp10r-automatic-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,25,2050,2025-08-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2015,TOYOTA,Yaris,Ascent NCP130R,Hatchback,Automatic,Petrol,178632,5.0,JTDKW3D350D571456,1GP1WY,25-07-2025,4,1.3,Silver,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054563/motor-vehicles-motor-cycles/2015-toyota-yaris-ascent-ncp130r-automatic-hatchback,Dents or marks on body consistent with age and kilometres.,93,8100,2025-08-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2012,TOYOTA,Landcruiser,Prado GX KDJ150R,Wagon,Manual,Diesel,108511,5.0,JTEBH3FJ50K082911,FRS97H,Unregistered,4,3.0,White,Grey,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10350184/motor-vehicles-motor-cycles/2012-toyota-landcruiser-prado-gx-kdj150r-turbo-diesel-manual-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,198,18400,2025-08-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2001,TOYOTA,Landcruiser,Prado RV6 (4x4) VZJ95R,Wagon,Manual,Petrol,307549,7.0,JTEBN99J400090260,1BU3PQ,04-12-2025,6,3.4,White,Grey,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21054508/motor-vehicles-motor-cycles/2001-toyota-landcruiser-prado-rv6-4x4-vzj95r-manual-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Small to medium in few spots
Medium Scratch on Small to medium in few spots",31,2309,2025-08-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2008,TOYOTA,Kluger,KX-S (FWD) GSU40R,Wagon,Automatic,Petrol,324812,7.0,JTEDS41A402040592,1CUD301,01-11-2025,6,3.5,Dark Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9062703/motor-vehicles-motor-cycles/2008-toyota-kluger-kx-s-fwd-gsu40r-automatic-7-seats-wagon,"Paint fading Various panels
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Rear left quater
Back Seat Marks.
Medium Scuff on Various panels
Front Seat worn both",50,3600,2025-08-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2018,TOYOTA,Rav,4 FWD GX ZSA42R,Wagon,CVT,Petrol,190490,5.0,JTMZDREV70J147186,1GNA460,22-10-2025,4,2.0,White,Charcoal,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9062690/motor-vehicles-motor-cycles/2018-toyota-rav-4-fwd-gx-zsa42r-cvt-wagon,"Dents or marks on body consistent with age and kilometres.
Front Seat worn driver
Windscreen Chipped or Cracked.",134,13300,2025-08-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2020,TOYOTA,Camry,Ascent ASV70R,Sedan,Automatic,Petrol,124270,5.0,JTNBF3HK903056799,No plates,Unregistered,4,2.5,White,Grey,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50712769/motor-vehicles-motor-cycles/2020-toyota-camry-ascent-asv70r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Front Seat Stains driver",99,17900,2025-08-19,0,toyota_camry_sedan_petrol_auto_ascent_fwd_2018_2023,[OK],,,
2008,TOYOTA,Corolla,LEVIN SX ZRE152R,Hatchback,Automatic,Petrol,247755,5.0,JTNKU52E501039806,1CUH111,09-10-2025,4,1.8,White,Charcoal,Yes,Yes,No,No,Yes,WA,https://www.grays.com/lot/0001-9062708/motor-vehicles-motor-cycles/2008-toyota-corolla-levin-sx-zre152r-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Back Seat Stains.
Paint fading Various Panels",29,2800,2025-08-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2007,TOYOTA,Hilux,SR KUN16R,Cab Chassis,Manual,Diesel,493921,3.0,MR0CZ12G100015160,KBC13501,18-12-2025,4,3.0,White,Grey,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9062725/motor-vehicles-motor-cycles/2007-toyota-hilux-sr-kun16r-turbo-diesel-manual-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Seat Torn Driver
Medium Dent on Passenger, Driver
Windscreen Chipped or Cracked.",38,3051,2025-08-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2017,TOYOTA,Hilux,Workmate TGN121R,Cab Chassis,Manual,Petrol,451549,2.0,MR0EX3CB301109600,CO80EC,Unregistered,4,2.7,White,Black,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10350208/motor-vehicles-motor-cycles/2017-toyota-hilux-workmate-tgn121r-manual-cab-chassis,Please refer to the photos or arrange inspection to view the condition of this vehicle.,82,6900,2025-08-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2008,TOYOTA,Hilux,(4x2) SR KUN16R Dual,Cab Chassis,Manual,Diesel,330173,5.0,MR0EZ12G704153481,AW57RN,Unregistered,4,3.0,White,Grey,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10350162/motor-vehicles-motor-cycles/2008-toyota-hilux-4x2-sr-kun16r-turbo-diesel-manual-dual-cab,Please refer to the photos or arrange inspection to view the condition of this vehicle.,29,3050,2025-08-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2022,TOYOTA,Hilux,SR (4x4) GUN126R,Crew Cab Chassis,Automatic,Diesel,126643,5.0,MR0KA3CD101272509,1HPB763,Unregistered,4,2.8,White,Grey,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9062803/motor-vehicles-motor-cycles/2022-toyota-hilux-sr-4x4-gun126r-turbo-diesel-automatic-crew-cab-chassis,Dents or marks on body consistent with age and kilometres.,98,27500,2025-08-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2008,TOYOTA,Aurion,AT-X GSV40R,Sedan,Automatic,Petrol,223251,5.0,6T153KK400X316487,WQY267,27-10-2025,6,3.5,White,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054609/motor-vehicles-motor-cycles/2008-toyota-aurion-at-x-gsv40r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Around exterior
Engine light ON",38,3300,2025-08-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2011,TOYOTA,Camry,ATARA SX ASV50R,Sedan,Automatic,Petrol,122207,5.0,6T1BF3FK00X002131,No Plates,Unregistered,4,2.5,White,Black,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9062613/motor-vehicles-motor-cycles/2011-toyota-camry-atara-sx-asv50r-automatic-sedan,"Paint fading Various Panels
Paint peeling Rear Bumper
Dents or marks on body consistent with age and kilometres.
Seat Torn Drivers
Front Seat worn Both
Flat Battery. Jump start or towing required
Gear Knob Broken
Windscreen Chipped or Cracked.",75,5600,2025-08-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2018,TOYOTA,Corolla,ASCENT SPORT HYBRID,Hatchback,CVT,Petrol,44418,5.0,JTNK93BE503001468,1OH7WE,30-06-2026,4,1.8,White,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21053600/motor-vehicles-motor-cycles/2018-toyota-corolla-ascent-sport-hybrid-ex-gov,Dents or marks on body consistent with age and kilometres.,97,19200,2025-08-19,0,UNCLASSIFIED,[AMBIG_FUEL],,,
2007,TOYOTA,Kluger,KX-R (FWD) GSU40R,Wagon,Automatic,Petrol,283880,7.0,JTEDS41A002032831,1IPU527,Unregistered,6,3.5,White,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9062689/motor-vehicles-motor-cycles/2007-toyota-kluger-kx-r-fwd-gsu40r-automatic-7-seats-wagon,"Flat Battery. Jump start or towing required
Front Seat worn Driver, Passenger
Back Seat Marks.
Windscreen Chipped or Cracked.
Engine Smoke visible
Other Warning light ON
Medium Dent on Passenger Front Bumper
Medium Scratch on Multiple Panels
Dents or marks on body consistent with age and kilometres.
Paint peeling Rear Bumper
Engine noise observed.
Steering requires attention.",16,1650,2025-08-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2000,TOYOTA,Landcruiser,Prado Prado GXL (4x4) KZJ95R,Wagon,Manual,Diesel,395645,8.0,JT711GJ9500159520,No plates,Unregistered,4,3.0,White,Grey,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21054772/motor-vehicles-motor-cycles/2000-toyota-landcruiser-prado-prado-gxl-4x4-kzj95r-manual-8-seats-wagon,Dents or marks on body consistent with age and kilometres.,28,2900,2025-08-20,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2001,TOYOTA,Landcruiser,Prado Prado GXL (4x4) VZJ95R,Wagon,Automatic,Petrol,359138,8.0,JTEBN99J000086464,1VB3FI,28-08-2025,6,3.4,Silver,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054778/motor-vehicles-motor-cycles/2001-toyota-landcruiser-prado-prado-gxl-4x4-vzj95r-auto-8-seats-wagon,"Paint cracked Various parts on panels
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various parts on panels
Medium Dent on Various parts on panels",3,6000,2025-08-20,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2002,TOYOTA,Landcruiser,GXL (4x4) HDJ100R T D,Wagon,Automatic,Diesel,467859,8.0,JTEHC09J907006422,RXM810,19-11-2025,6,4.2,Multi,Grey,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21054727/motor-vehicles-motor-cycles/2002-toyota-landcruiser-gxl-4x4-hdj100r-t-d-auto-8-seats,"Engine Smoke visible
Dents or marks on body consistent with age and kilometres.
LHF power window R/A
LH side step damaged.
3rd row seat missing",111,17600,2025-08-20,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2005,TOYOTA,Hiace,LWB TRH201R,Van,Manual,Petrol,228362,3.0,JTFHX02P800001056,1WR9HO,28-09-2025,4,2.7,White,Grey,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21054677/motor-vehicles-motor-cycles/2005-toyota-hiace-lwb-trh201r-manual-van,"Medium Scratch on Passenger side
Dents or marks on body consistent with age and kilometres.",45,5600,2025-08-20,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2017,TOYOTA,Hilux,Workmate GUN122R Dual,Dual Cab,Manual,Diesel,220753,5.0,MR0EB3CD900800605,No plates,Unregistered,4,2.4,White,Grey,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50712768/motor-vehicles-motor-cycles/2017-toyota-hilux-workmate-gun122r-turbo-diesel-manual-dual-cab,"Large Dent on Rh Front guard
Dents or marks on body consistent with age and kilometres.
Medium Dent on RH front door and RH C pillar
Seat Torn RH front
Windscreen Chipped or Cracked.",143,10400,2025-08-20,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2018,TOYOTA,Hilux,4x4 WORKMATE GUN125R Extra,Extra Cab,Automatic,Diesel,227805,4.0,MR0FB3CC100250831,No plates,Unregistered,4,2.4,White,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054692/motor-vehicles-motor-cycles/2018-toyota-hilux-4x4-workmate-gun125r-turbo-diesel-automatic-extra-cab,"Dents or marks on body consistent with age and kilometres.
Medium Dent on LH rear sill
Medium Dent on Drivers door
Medium Scratch on Front door sills",174,22000,2025-08-20,0,UNCLASSIFIED,[BAD_PARSE],,,
2010,TOYOTA,Hilux,SR (4x4) KUN26R Dual,Dual Cab,Manual,Diesel,177831,5.0,MR0FZ22G501043878,No Plates,Unregistered,4,3.0,White,Grey,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21054475/motor-vehicles-motor-cycles/2010-toyota-hilux-sr-4x4-kun26r-turbo-diesel-manual-dual-cab,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Rear of vehicle, doors, bonnet",50,8550,2025-08-20,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2009,TOYOTA,Hilux,SR (4x4) KUN26R Dual,Dual Cab,Manual,Diesel,225545,5.0,MR0FZ22G901027344,No Plates,Unregistered,4,3.0,White,Grey,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21054476/motor-vehicles-motor-cycles/2009-toyota-hilux-sr-4x4-kun26r-turbo-diesel-manual-dual-cab,"Medium Dent on Various locations
Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.",47,7400,2025-08-20,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2021,TOYOTA,Hilux,SR (4x4) GUN126R,Crew Cab Chassis,Automatic,Diesel,108006,5.0,MR0KA3CD001258374,1HHZ989,10-12-2025,4,2.8,White,Charcoal,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9062779/motor-vehicles-motor-cycles/2021-toyota-hilux-sr-4x4-gun126r-turbo-diesel-automatic-crew-cab-chassis,Dents or marks on body consistent with age and kilometres.,46,26100,2025-08-20,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2020,TOYOTA,Hilux,SR (4x4) GUN126R,Crew Cab Chassis,Automatic,Diesel,124967,5.0,MR0KA3CD101245200,1HCG868,17-11-2025,4,2.8,White,Grey,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9062775/motor-vehicles-motor-cycles/2020-toyota-hilux-sr-4x4-gun126r-turbo-diesel-automatic-crew-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Front Seat Marks Both front seats
Back Seat Stains.
Windscreen Chipped or Cracked.
Door card Worn.",126,21100,2025-08-20,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2021,TOYOTA,Hilux,SR (4x4) GUN126R,Crew Cab Chassis,Automatic,Diesel,169393,5.0,MR0KA3CD101255726,1HGF636,24-09-2025,4,2.8,White,Grey,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9062776/motor-vehicles-motor-cycles/2021-toyota-hilux-sr-4x4-gun126r-turbo-diesel-automatic-crew-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Door card Worn.
Windscreen Chipped or Cracked.",118,22700,2025-08-20,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2018,TOYOTA,Hilux,SR (4x4) GUN126R Dual,Dual Cab,Automatic,Diesel,171068,5.0,MR0KA3CD201210827,No Plates,Unregistered,4,2.8,White,Black,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21054693/motor-vehicles-motor-cycles/2018-toyota-hilux-sr-4x4-gun126r-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various parts on panels
Medium Scuff on Front bumper
Dents or marks on body consistent with age and kilometres.",98,22500,2025-08-20,0,toyota_hilux_dualcab_ute_diesel_auto_sr_4x4_2015_2023,[OK],,,
2022,TOYOTA,Hilux,SR (4x4) GUN126R,Crew Cab Chassis,Automatic,Diesel,121860,5.0,MR0KA3CD301316705,1HNI944,13-09-2025,4,2.8,White,Charcoal,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9062781/motor-vehicles-motor-cycles/2022-toyota-hilux-sr-4x4-gun126r-turbo-diesel-automatic-crew-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on along both sides of vehicle
Medium Scratch on multiple on bull bar
Engine lacks power
Transmission Requires attention Strongly recommend inspection by qualified third party
Windscreen Chipped or Cracked.",82,21100,2025-08-20,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2020,TOYOTA,Hilux,SR (4x4) GUN126R,Crew Cab Chassis,Automatic,Diesel,127956,5.0,MR0KA3CD701310227,1HDO609,13-10-2025,4,2.8,White,Charcoal,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9062778/motor-vehicles-motor-cycles/2020-toyota-hilux-sr-4x4-gun126r-turbo-diesel-automatic-crew-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.",132,24500,2025-08-20,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2013,TOYOTA,Camry,Atara S ASV50R,Sedan,Automatic,Petrol,236824,5.0,6T1BF3FKX0X032494,No plates,Unregistered,4,2.5,Red,Grey,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50712726/motor-vehicles-motor-cycles/2013-toyota-camry-atara-s-asv50r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Bonnet
Large Scratch on Front bumper",73,7020,2025-08-20,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2007,TOYOTA,Landcruiser,Prado GXL (4x4) KDJ120R T D,Wagon,Automatic,Diesel,282917,8.0,JTEBZ29J300145535,1FU5CF,27-10-2025,4,3.0,White,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054610/motor-vehicles-motor-cycles/2007-toyota-landcruiser-prado-gxl-4x4-kdj120r-t-d-auto-8-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.",116,12800,2025-08-21,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2022,TOYOTA,Hilux,SR (4x4) GUN126R,Crew Cab Chassis,Automatic,Diesel,121494,5.0,MR0KA3CD601271940,1HOZ631,26-10-2025,4,2.8,White,Grey,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9062814/motor-vehicles-motor-cycles/2022-toyota-hilux-sr-4x4-gun126r-turbo-diesel-automatic-crew-cab-chassis,"Engine idling rough
Dents or marks on body consistent with age and kilometres.
Door card Worn.",183,26450,2025-08-21,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2005,TOYOTA,Camry,Altise MCV36R,Sedan,Automatic,Petrol,229987,5.0,6T153XK360X318179,2CZ6WW,07-09-2025,6,3.0,Blue,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054785/motor-vehicles-motor-cycles/2005-toyota-camry-altise-mcv36r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various parts on panels
Front bumper Cracked bumper.
Medium Scuff on Various parts on panels
Paint fading Various parts on panels
Paint cracked Various parts on panels",20,1909,2025-08-23,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2019,TOYOTA,Landcruiser,,Ute,Manual,Diesel,30844,2.0,JTELV71JX0B010114,No plates,Unregistered,8,4.5,White,Grey,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50516458/motor-vehicles-motor-cycles/2019-toyota-landcruiser-manual-ute,"Traction control light ON
ABS light ON
Engine Oil Leak
Dents or marks on body consistent with age and kilometres.",60,34700,2025-08-24,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2008,TOYOTA,Rav,4 Cruiser (4x4),Wagon,Manual,Petrol,194305,5.0,JTMBD31V905229384,1BN7CF,Unregistered,4,2.4,Red,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054930/motor-vehicles-motor-cycles/2008-toyota-rav-4-cruiser-4x4-manual-wagon,Dents or marks on body consistent with age and kilometres.,46,5600,2025-08-25,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2008,TOYOTA,Aurion,Prodigy GSV40R,Sedan,Automatic,Petrol,351055,5.0,6T153KK400X308085,Unlicensed,Unregistered,6,3.5,Light Blue,Black Leather,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9062936/motor-vehicles-motor-cycles/2008-toyota-aurion-prodigy-gsv40r-automatic-sedan,"Corrosion visible Various Panels
Medium Scratch on Various Panels
Rear Bumper Cracked bumper.
Paint fading Various Panels
Seat Torn Driver seat
Door card Worn.
Windscreen Chipped or Cracked.",18,1450,2025-08-25,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
1996,TOYOTA,Camry,CSi Getaway SXV10,Sedan,Manual,Petrol,256046,5.0,6T153SK1009077810,NTI386,24-05-2026,4,2.2,Blue,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054947/motor-vehicles-motor-cycles/1996-toyota-camry-csi-getaway-sxv10-manual-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various parts on panels
Medium Dent on Various parts on panels
Paint cracked Rear bumper
Large Scuff on Front bumper
Door card Damaged.
Paint peeling Roof
Windscreen Chipped or Cracked.",6,409,2025-08-25,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2013,TOYOTA,Camry,Hybrid H AVV50R,Sedan,CVT,Hybrid,211132,5.0,6T1BD3FK30X135200,1AS6LX,13/10/2025,4,2.5,Red,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054949/motor-vehicles-motor-cycles/2013-toyota-camry-hybrid-h-avv50r-cvt-sedan,Dents or marks on body consistent with age and kilometres.,123,12800,2025-08-25,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
1998,TOYOTA,Landcruiser,GXL (4x4) FZJ105R,Wagon,Automatic,Petrol,342482,8.0,JT711UJA509006340,PMB998,26-09-2025,6,4.5,Red,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055044/motor-vehicles-motor-cycles/1998-toyota-landcruiser-gxl-4x4-fzj105r-automatic-8-seats-wagon,"Medium Scratch on Various panels
Large Dent on Various panels
Paint cracked/peeling Rear bumper
Paint fading Various panels
Dents or marks on body consistent with age and kilometres.
Driver seat torn",108,6800,2025-08-26,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
1999,TOYOTA,Rav,4 SXA11R,Wagon,Manual,Petrol,243892,5.0,JT772SC1100216536,1AIC754,30-11-2025,4,2.0,Green,Grey,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9062892/motor-vehicles-motor-cycles/1999-toyota-rav-4-sxa11r-manual-wagon,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Medium Scuff on Various panels
Front Seat Stains Both
Front Seat worn Drivers",35,3400,2025-08-26,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2019,TOYOTA,Corolla,Ascent Sport MZEA12R,Sedan,CVT,Petrol,20298,5.0,JTDB43CE10J046324,1RE5TQ,Unregistered,4,2.0,White,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055002/motor-vehicles-motor-cycles/2019-toyota-corolla-ascent-sport-mzea12r-cvt-sedan-ex-gov,"Medium Scuff on Various parts on panels
Dents or marks on body consistent with age and kilometres.",141,20900,2025-08-26,0,toyota_corolla_sedan_petrol_auto_ascent_sport_fwd_2019_2023,[OK],,,
2019,TOYOTA,Corolla,Ascent Sport MZEA12R,Sedan,CVT,Petrol,137603,5.0,JTDB43CE60J045119,1YI7TJ,30-08-2025,4,2.0,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055026/motor-vehicles-motor-cycles/2019-toyota-corolla-ascent-sport-mzea12r-cvt-sedan,"Medium Scratch on Various parts on panels
Dents or marks on body consistent with age and kilometres.",68,15000,2025-08-26,0,toyota_corolla_sedan_petrol_auto_ascent_sport_fwd_2019_2023,[OK],,,
